ClientId,ClientName,Type,Form,RegisterDate,TotalAmt,CutoffDt
1981,Клиент 1981,Ф,-,2020-11-03,1033639.66,2020-11-03
1981,Клиент 1981,Ф,-,2020-11-03,2452524.85,2020-11-01
1981,Клиент 1981,Ф,-,2020-11-03,1766100.80,2020-11-02
1982,Клиент 1982,Ю,АО,2020-11-01,2672850.09,2020-11-02
1982,Клиент 1982,Ю,АО,2020-11-01,1594169.60,2020-11-04
1982,Клиент 1982,Ю,АО,2020-11-01,1556893.89,2020-11-03
1983,Клиент 1983,Ф,-,2020-11-02,1424561.86,2020-11-01
1983,Клиент 1983,Ф,-,2020-11-02,1160530.03,2020-11-04
1983,Клиент 1983,Ф,-,2020-11-02,2979029.09,2020-11-03
1984,Клиент 1984,Ю,ПАО,2020-11-03,1766204.02,2020-11-01
1984,Клиент 1984,Ю,ПАО,2020-11-03,1033715.78,2020-11-02
1984,Клиент 1984,Ю,ПАО,2020-11-03,2452680.40,2020-11-04
1985,Клиент 1985,Ф,-,2020-11-04,2673029.44,2020-11-01
1985,Клиент 1985,Ф,-,2020-11-04,1594272.80,2020-11-03
1985,Клиент 1985,Ф,-,2020-11-04,1556973.32,2020-11-02
1986,Клиент 1986,Ю,ООО,2020-11-01,1424641.28,2020-11-04
1986,Клиент 1986,Ю,ООО,2020-11-01,2979211.72,2020-11-02
1986,Клиент 1986,Ю,ООО,2020-11-01,1160606.15,2020-11-03
1987,Клиент 1987,Ф,-,2020-11-02,1766307.20,2020-11-04
1987,Клиент 1987,Ф,-,2020-11-02,1033791.90,2020-11-01
1987,Клиент 1987,Ф,-,2020-11-02,2452835.95,2020-11-03
1988,Клиент 1988,Ю,ИП,2020-11-03,2673208.72,2020-11-04
1988,Клиент 1988,Ю,ИП,2020-11-03,1557052.75,2020-11-01
1988,Клиент 1988,Ю,ИП,2020-11-03,1594376.00,2020-11-02
1989,Клиент 1989,Ф,-,2020-11-01,1424720.71,2020-11-03
1989,Клиент 1989,Ф,-,2020-11-01,2979394.35,2020-11-01
1989,Клиент 1989,Ф,-,2020-11-01,1160682.27,2020-11-02
1990,Клиент 1990,Ю,АО,2020-11-02,1033868.02,2020-11-04
1990,Клиент 1990,Ю,АО,2020-11-02,2452991.50,2020-11-02
1990,Клиент 1990,Ю,АО,2020-11-02,1766410.40,2020-11-03
1991,Клиент 1991,Ф,-,2020-11-03,1557132.18,2020-11-04
1991,Клиент 1991,Ф,-,2020-11-03,1594479.20,2020-11-01
1991,Клиент 1991,Ф,-,2020-11-03,2673388.04,2020-11-03
1992,Клиент 1992,Ю,ПАО,2020-11-04,2979576.98,2020-11-04
1992,Клиент 1992,Ю,ПАО,2020-11-04,1424800.14,2020-11-02
1992,Клиент 1992,Ю,ПАО,2020-11-04,1160758.39,2020-11-01
1993,Клиент 1993,Ф,-,2020-11-01,1033944.15,2020-11-03
1993,Клиент 1993,Ф,-,2020-11-01,1766513.60,2020-11-02
1993,Клиент 1993,Ф,-,2020-11-01,2453147.05,2020-11-01
1994,Клиент 1994,Ю,ООО,2020-11-02,1557211.63,2020-11-03
1994,Клиент 1994,Ю,ООО,2020-11-02,1594582.40,2020-11-04
1994,Клиент 1994,Ю,ООО,2020-11-02,2673567.36,2020-11-02
1995,Клиент 1995,Ф,-,2020-11-03,2979759.65,2020-11-03
1995,Клиент 1995,Ф,-,2020-11-03,1160834.51,2020-11-04
1995,Клиент 1995,Ф,-,2020-11-03,1424879.57,2020-11-01
1996,Клиент 1996,Ю,ИП,2020-11-01,1766616.80,2020-11-01
1996,Клиент 1996,Ю,ИП,2020-11-01,1034020.25,2020-11-02
1996,Клиент 1996,Ю,ИП,2020-11-01,2453302.60,2020-11-04
1997,Клиент 1997,Ф,-,2020-11-02,1557291.05,2020-11-02
1997,Клиент 1997,Ф,-,2020-11-02,2673746.68,2020-11-01
1997,Клиент 1997,Ф,-,2020-11-02,1594685.60,2020-11-03
1998,Клиент 1998,Ю,АО,2020-11-03,1424959.00,2020-11-04
1998,Клиент 1998,Ю,АО,2020-11-03,2979942.25,2020-11-02
1998,Клиент 1998,Ю,АО,2020-11-03,1160910.63,2020-11-03
1999,Клиент 1999,Ф,-,2020-11-04,1034096.37,2020-11-01
1999,Клиент 1999,Ф,-,2020-11-04,1766720.00,2020-11-04
1999,Клиент 1999,Ф,-,2020-11-04,2453458.15,2020-11-03
2000,Клиент 2000,Ю,ПАО,2020-11-01,1594788.80,2020-11-02
2000,Клиент 2000,Ю,ПАО,2020-11-01,1557370.48,2020-11-01
2000,Клиент 2000,Ю,ПАО,2020-11-01,2673926.00,2020-11-04
2001,Клиент 2001,Ф,-,2020-11-02,1160986.75,2020-11-02
2001,Клиент 2001,Ф,-,2020-11-02,2980124.88,2020-11-01
2001,Клиент 2001,Ф,-,2020-11-02,1425038.43,2020-11-03
2002,Клиент 2002,Ю,ООО,2020-11-03,1766823.20,2020-11-03
2002,Клиент 2002,Ю,ООО,2020-11-03,1034172.49,2020-11-04
2002,Клиент 2002,Ю,ООО,2020-11-03,2453613.70,2020-11-02
2003,Клиент 2003,Ф,-,2020-11-01,1594892.02,2020-11-01
2003,Клиент 2003,Ф,-,2020-11-01,2674105.32,2020-11-03
2003,Клиент 2003,Ф,-,2020-11-01,1557449.91,2020-11-04
2004,Клиент 2004,Ю,ИП,2020-11-02,2980307.51,2020-11-04
2004,Клиент 2004,Ю,ИП,2020-11-02,1161062.88,2020-11-01
2004,Клиент 2004,Ю,ИП,2020-11-02,1425117.86,2020-11-02
2005,Клиент 2005,Ф,-,2020-11-03,1034248.61,2020-11-03
2005,Клиент 2005,Ф,-,2020-11-03,2453769.28,2020-11-01
2005,Клиент 2005,Ф,-,2020-11-03,1766926.40,2020-11-02
2006,Клиент 2006,Ю,АО,2020-11-04,1594995.20,2020-11-04
2006,Клиент 2006,Ю,АО,2020-11-04,2674284.64,2020-11-02
2006,Клиент 2006,Ю,АО,2020-11-04,1557529.34,2020-11-03
2007,Клиент 2007,Ф,-,2020-11-01,1425197.29,2020-11-01
2007,Клиент 2007,Ф,-,2020-11-01,2980490.14,2020-11-03
2007,Клиент 2007,Ф,-,2020-11-01,1161138.98,2020-11-04
2008,Клиент 2008,Ю,ПАО,2020-11-02,1034324.73,2020-11-02
2008,Клиент 2008,Ю,ПАО,2020-11-02,1767029.60,2020-11-01
2008,Клиент 2008,Ю,ПАО,2020-11-02,2453924.80,2020-11-04
2009,Клиент 2009,Ф,-,2020-11-03,2674463.96,2020-11-01
2009,Клиент 2009,Ф,-,2020-11-03,1557608.77,2020-11-02
2009,Клиент 2009,Ф,-,2020-11-03,1595098.40,2020-11-03
2010,Клиент 2010,Ю,ООО,2020-11-01,2980672.77,2020-11-02
2010,Клиент 2010,Ю,ООО,2020-11-01,1161215.10,2020-11-03
2010,Клиент 2010,Ю,ООО,2020-11-01,1425276.72,2020-11-04
2011,Клиент 2011,Ф,-,2020-11-02,2454080.35,2020-11-03
2011,Клиент 2011,Ф,-,2020-11-02,1034400.85,2020-11-01
2011,Клиент 2011,Ф,-,2020-11-02,1767132.80,2020-11-04
2012,Клиент 2012,Ю,ИП,2020-11-03,1595201.60,2020-11-02
2012,Клиент 2012,Ю,ИП,2020-11-03,1557688.20,2020-11-01
2012,Клиент 2012,Ю,ИП,2020-11-03,2674643.28,2020-11-04
2013,Клиент 2013,Ф,-,2020-11-04,2980855.40,2020-11-01
2013,Клиент 2013,Ф,-,2020-11-04,1161291.22,2020-11-02
2013,Клиент 2013,Ф,-,2020-11-04,1425356.17,2020-11-03
2014,Клиент 2014,Ю,АО,2020-11-01,1767236.02,2020-11-03
2014,Клиент 2014,Ю,АО,2020-11-01,2454235.90,2020-11-02
2014,Клиент 2014,Ю,АО,2020-11-01,1034476.97,2020-11-04
2015,Клиент 2015,Ф,-,2020-11-02,1557767.63,2020-11-04
2015,Клиент 2015,Ф,-,2020-11-02,2674822.63,2020-11-03
2015,Клиент 2015,Ф,-,2020-11-02,1595304.80,2020-11-01
2016,Клиент 2016,Ю,ПАО,2020-11-03,2981038.03,2020-11-04
2016,Клиент 2016,Ю,ПАО,2020-11-03,1161367.34,2020-11-01
2016,Клиент 2016,Ю,ПАО,2020-11-03,1425435.59,2020-11-02
2017,Клиент 2017,Ф,-,2020-11-01,2454391.45,2020-11-01
2017,Клиент 2017,Ф,-,2020-11-01,1767339.20,2020-11-02
2017,Клиент 2017,Ф,-,2020-11-01,1034553.09,2020-11-03
2018,Клиент 2018,Ю,ООО,2020-11-02,1595408.00,2020-11-04
2018,Клиент 2018,Ю,ООО,2020-11-02,1557847.06,2020-11-03
2018,Клиент 2018,Ю,ООО,2020-11-02,2675001.91,2020-11-02
2019,Клиент 2019,Ф,-,2020-11-03,1161443.46,2020-11-04
2019,Клиент 2019,Ф,-,2020-11-03,2981220.66,2020-11-03
2019,Клиент 2019,Ф,-,2020-11-03,1425515.02,2020-11-01
2020,Клиент 2020,Ю,ИП,2020-11-04,1034629.21,2020-11-02
2020,Клиент 2020,Ю,ИП,2020-11-04,2454547.00,2020-11-04
2020,Клиент 2020,Ю,ИП,2020-11-04,1767442.40,2020-11-01
2021,Клиент 2021,Ф,-,2020-11-01,1557926.49,2020-11-02
2021,Клиент 2021,Ф,-,2020-11-01,1595511.20,2020-11-03
2021,Клиент 2021,Ф,-,2020-11-01,2675181.23,2020-11-01
2022,Клиент 2022,Ю,АО,2020-11-02,2981403.29,2020-11-02
2022,Клиент 2022,Ю,АО,2020-11-02,1425594.45,2020-11-04
2022,Клиент 2022,Ю,АО,2020-11-02,1161519.58,2020-11-03
2023,Клиент 2023,Ф,-,2020-11-03,1767545.60,2020-11-04
2023,Клиент 2023,Ф,-,2020-11-03,1034705.34,2020-11-01
2023,Клиент 2023,Ф,-,2020-11-03,2454702.55,2020-11-03
2024,Клиент 2024,Ю,ПАО,2020-11-01,2675360.55,2020-11-04
2024,Клиент 2024,Ю,ПАО,2020-11-01,1558005.94,2020-11-01
2024,Клиент 2024,Ю,ПАО,2020-11-01,1595614.40,2020-11-02
2025,Клиент 2025,Ф,-,2020-11-02,1425673.88,2020-11-03
2025,Клиент 2025,Ф,-,2020-11-02,2981585.96,2020-11-01
2025,Клиент 2025,Ф,-,2020-11-02,1161595.70,2020-11-02
2026,Клиент 2026,Ю,ООО,2020-11-03,1034781.44,2020-11-04
2026,Клиент 2026,Ю,ООО,2020-11-03,2454858.10,2020-11-02
2026,Клиент 2026,Ю,ООО,2020-11-03,1767648.80,2020-11-03
2027,Клиент 2027,Ф,-,2020-11-04,1558085.36,2020-11-04
2027,Клиент 2027,Ф,-,2020-11-04,1595717.60,2020-11-01
2027,Клиент 2027,Ф,-,2020-11-04,2675539.87,2020-11-03
2028,Клиент 2028,Ю,ИП,2020-11-01,2981768.56,2020-11-04
2028,Клиент 2028,Ю,ИП,2020-11-01,1425753.31,2020-11-02
2028,Клиент 2028,Ю,ИП,2020-11-01,1161671.82,2020-11-01
2029,Клиент 2029,Ф,-,2020-11-02,2455013.65,2020-11-01
2029,Клиент 2029,Ф,-,2020-11-02,1767752.00,2020-11-02
2029,Клиент 2029,Ф,-,2020-11-02,1034857.56,2020-11-03
2030,Клиент 2030,Ю,АО,2020-11-03,2675719.19,2020-11-02
2030,Клиент 2030,Ю,АО,2020-11-03,1558164.79,2020-11-03
2030,Клиент 2030,Ю,АО,2020-11-03,1595820.80,2020-11-04
2031,Клиент 2031,Ф,-,2020-11-01,2981951.19,2020-11-03
2031,Клиент 2031,Ф,-,2020-11-01,1161747.94,2020-11-04
2031,Клиент 2031,Ф,-,2020-11-01,1425832.74,2020-11-01
2032,Клиент 2032,Ю,ПАО,2020-11-02,1034933.68,2020-11-02
2032,Клиент 2032,Ю,ПАО,2020-11-02,1767855.20,2020-11-01
2032,Клиент 2032,Ю,ПАО,2020-11-02,2455169.20,2020-11-04
2033,Клиент 2033,Ф,-,2020-11-03,2675898.51,2020-11-01
2033,Клиент 2033,Ф,-,2020-11-03,1595924.02,2020-11-03
2033,Клиент 2033,Ф,-,2020-11-03,1558244.22,2020-11-02
2034,Клиент 2034,Ю,ООО,2020-11-04,2982133.82,2020-11-02
2034,Клиент 2034,Ю,ООО,2020-11-04,1425912.17,2020-11-04
2034,Клиент 2034,Ю,ООО,2020-11-04,1161824.07,2020-11-03
2035,Клиент 2035,Ф,-,2020-11-01,2455324.78,2020-11-03
2035,Клиент 2035,Ф,-,2020-11-01,1767958.40,2020-11-04
2035,Клиент 2035,Ф,-,2020-11-01,1035009.80,2020-11-01
2036,Клиент 2036,Ю,ИП,2020-11-02,1596027.20,2020-11-02
2036,Клиент 2036,Ю,ИП,2020-11-02,1558323.65,2020-11-01
2036,Клиент 2036,Ю,ИП,2020-11-02,2676077.83,2020-11-04
2037,Клиент 2037,Ф,-,2020-11-03,1161900.17,2020-11-02
2037,Клиент 2037,Ф,-,2020-11-03,2982316.45,2020-11-01
2037,Клиент 2037,Ф,-,2020-11-03,1425991.60,2020-11-03
2038,Клиент 2038,Ю,АО,2020-11-01,2455480.30,2020-11-02
2038,Клиент 2038,Ю,АО,2020-11-01,1035085.92,2020-11-04
2038,Клиент 2038,Ю,АО,2020-11-01,1768061.60,2020-11-03
2039,Клиент 2039,Ф,-,2020-11-02,1596130.40,2020-11-01
2039,Клиент 2039,Ф,-,2020-11-02,1558403.08,2020-11-04
2039,Клиент 2039,Ф,-,2020-11-02,2676257.15,2020-11-03
2040,Клиент 2040,Ю,ПАО,2020-11-03,1161976.29,2020-11-01
2040,Клиент 2040,Ю,ПАО,2020-11-03,1426071.03,2020-11-02
2040,Клиент 2040,Ю,ПАО,2020-11-03,2982499.08,2020-11-04
2041,Клиент 2041,Ф,-,2020-11-04,2455635.85,2020-11-01
2041,Клиент 2041,Ф,-,2020-11-04,1768164.80,2020-11-02
2041,Клиент 2041,Ф,-,2020-11-04,1035162.04,2020-11-03
2042,Клиент 2042,Ю,ООО,2020-11-01,2676436.47,2020-11-02
2042,Клиент 2042,Ю,ООО,2020-11-01,1596233.60,2020-11-04
2042,Клиент 2042,Ю,ООО,2020-11-01,1558482.51,2020-11-03
2043,Клиент 2043,Ф,-,2020-11-02,2982681.71,2020-11-03
2043,Клиент 2043,Ф,-,2020-11-02,1162052.41,2020-11-04
2043,Клиент 2043,Ф,-,2020-11-02,1426150.48,2020-11-01
2044,Клиент 2044,Ю,ИП,2020-11-03,1768268.02,2020-11-01
2044,Клиент 2044,Ю,ИП,2020-11-03,1035238.16,2020-11-02
2044,Клиент 2044,Ю,ИП,2020-11-03,2455791.40,2020-11-04
2045,Клиент 2045,Ф,-,2020-11-01,2676615.82,2020-11-01
2045,Клиент 2045,Ф,-,2020-11-01,1596336.80,2020-11-03
2045,Клиент 2045,Ф,-,2020-11-01,1558561.94,2020-11-02
2046,Клиент 2046,Ю,АО,2020-11-02,2982864.34,2020-11-02
2046,Клиент 2046,Ю,АО,2020-11-02,1162128.53,2020-11-03
2046,Клиент 2046,Ю,АО,2020-11-02,1426229.90,2020-11-04
2047,Клиент 2047,Ф,-,2020-11-03,1035314.28,2020-11-01
2047,Клиент 2047,Ф,-,2020-11-03,1768371.20,2020-11-04
2047,Клиент 2047,Ф,-,2020-11-03,2455946.95,2020-11-03
2048,Клиент 2048,Ю,ПАО,2020-11-04,1596440.00,2020-11-02
2048,Клиент 2048,Ю,ПАО,2020-11-04,1558641.37,2020-11-01
2048,Клиент 2048,Ю,ПАО,2020-11-04,2676795.10,2020-11-04
2049,Клиент 2049,Ф,-,2020-11-01,2983046.97,2020-11-01
2049,Клиент 2049,Ф,-,2020-11-01,1162204.65,2020-11-02
2049,Клиент 2049,Ф,-,2020-11-01,1426309.33,2020-11-03
2050,Клиент 2050,Ю,ООО,2020-11-02,1768474.40,2020-11-03
2050,Клиент 2050,Ю,ООО,2020-11-02,2456102.50,2020-11-02
2050,Клиент 2050,Ю,ООО,2020-11-02,1035390.40,2020-11-04
2051,Клиент 2051,Ф,-,2020-11-03,1558720.80,2020-11-04
2051,Клиент 2051,Ф,-,2020-11-03,1596543.20,2020-11-01
2051,Клиент 2051,Ф,-,2020-11-03,2676974.42,2020-11-03
2052,Клиент 2052,Ю,ИП,2020-11-01,1426388.76,2020-11-02
2052,Клиент 2052,Ю,ИП,2020-11-01,1162280.77,2020-11-01
2052,Клиент 2052,Ю,ИП,2020-11-01,2983229.60,2020-11-04
2053,Клиент 2053,Ф,-,2020-11-02,2456258.05,2020-11-01
2053,Клиент 2053,Ф,-,2020-11-02,1768577.60,2020-11-02
2053,Клиент 2053,Ф,-,2020-11-02,1035466.53,2020-11-03
2054,Клиент 2054,Ю,АО,2020-11-03,1558800.25,2020-11-03
2054,Клиент 2054,Ю,АО,2020-11-03,2677153.74,2020-11-02
2054,Клиент 2054,Ю,АО,2020-11-03,1596646.40,2020-11-04
2055,Клиент 2055,Ф,-,2020-11-04,2983412.27,2020-11-03
2055,Клиент 2055,Ф,-,2020-11-04,1426468.19,2020-11-01
2055,Клиент 2055,Ф,-,2020-11-04,1162356.89,2020-11-04
2056,Клиент 2056,Ю,ПАО,2020-11-01,2456413.60,2020-11-04
2056,Клиент 2056,Ю,ПАО,2020-11-01,1035542.63,2020-11-02
2056,Клиент 2056,Ю,ПАО,2020-11-01,1768680.80,2020-11-01
2057,Клиент 2057,Ф,-,2020-11-02,1596749.60,2020-11-03
2057,Клиент 2057,Ф,-,2020-11-02,1558879.67,2020-11-02
2057,Клиент 2057,Ф,-,2020-11-02,2677333.06,2020-11-01
2058,Клиент 2058,Ю,ООО,2020-11-03,1426547.62,2020-11-04
2058,Клиент 2058,Ю,ООО,2020-11-03,1162433.01,2020-11-03
2058,Клиент 2058,Ю,ООО,2020-11-03,2983594.87,2020-11-02
2059,Клиент 2059,Ф,-,2020-11-01,1768784.00,2020-11-04
2059,Клиент 2059,Ф,-,2020-11-01,1035618.75,2020-11-01
2059,Клиент 2059,Ф,-,2020-11-01,2456569.15,2020-11-03
2060,Клиент 2060,Ю,ИП,2020-11-02,1558959.10,2020-11-01
2060,Клиент 2060,Ю,ИП,2020-11-02,2677512.38,2020-11-04
2060,Клиент 2060,Ю,ИП,2020-11-02,1596852.80,2020-11-02
2061,Клиент 2061,Ф,-,2020-11-03,1162509.13,2020-11-02
2061,Клиент 2061,Ф,-,2020-11-03,2983777.50,2020-11-01
2061,Клиент 2061,Ф,-,2020-11-03,1426627.05,2020-11-03
2062,Клиент 2062,Ю,АО,2020-11-04,1768887.20,2020-11-03
2062,Клиент 2062,Ю,АО,2020-11-04,2456724.70,2020-11-02
2062,Клиент 2062,Ю,АО,2020-11-04,1035694.87,2020-11-04
2063,Клиент 2063,Ф,-,2020-11-01,1559038.53,2020-11-04
2063,Клиент 2063,Ф,-,2020-11-01,2677691.70,2020-11-03
2063,Клиент 2063,Ф,-,2020-11-01,1596956.02,2020-11-01
2064,Клиент 2064,Ю,ПАО,2020-11-02,2983960.13,2020-11-04
2064,Клиент 2064,Ю,ПАО,2020-11-02,1426706.48,2020-11-02
2064,Клиент 2064,Ю,ПАО,2020-11-02,1162585.26,2020-11-01
2065,Клиент 2065,Ф,-,2020-11-03,1035770.99,2020-11-03
2065,Клиент 2065,Ф,-,2020-11-03,2456880.28,2020-11-01
2065,Клиент 2065,Ф,-,2020-11-03,1768990.40,2020-11-02
2066,Клиент 2066,Ю,ООО,2020-11-01,1559117.96,2020-11-03
2066,Клиент 2066,Ю,ООО,2020-11-01,2677871.02,2020-11-02
2066,Клиент 2066,Ю,ООО,2020-11-01,1597059.20,2020-11-04
2067,Клиент 2067,Ф,-,2020-11-02,1162661.36,2020-11-04
2067,Клиент 2067,Ф,-,2020-11-02,1426785.91,2020-11-01
2067,Клиент 2067,Ф,-,2020-11-02,2984142.76,2020-11-03
2068,Клиент 2068,Ю,ИП,2020-11-03,1769093.60,2020-11-01
2068,Клиент 2068,Ю,ИП,2020-11-03,1035847.11,2020-11-02
2068,Клиент 2068,Ю,ИП,2020-11-03,2457035.80,2020-11-04
2069,Клиент 2069,Ф,-,2020-11-04,2678050.34,2020-11-01
2069,Клиент 2069,Ф,-,2020-11-04,1597162.40,2020-11-03
2069,Клиент 2069,Ф,-,2020-11-04,1559197.39,2020-11-02
2070,Клиент 2070,Ю,АО,2020-11-01,1426865.34,2020-11-04
2070,Клиент 2070,Ю,АО,2020-11-01,2984325.39,2020-11-02
2070,Клиент 2070,Ю,АО,2020-11-01,1162737.48,2020-11-03
2071,Клиент 2071,Ф,-,2020-11-02,2457191.35,2020-11-03
2071,Клиент 2071,Ф,-,2020-11-02,1769196.80,2020-11-04
2071,Клиент 2071,Ф,-,2020-11-02,1035923.23,2020-11-01
2072,Клиент 2072,Ю,ПАО,2020-11-03,1597265.60,2020-11-02
2072,Клиент 2072,Ю,ПАО,2020-11-03,2678229.66,2020-11-04
2072,Клиент 2072,Ю,ПАО,2020-11-03,1559276.82,2020-11-01
2073,Клиент 2073,Ф,-,2020-11-01,2984508.02,2020-11-01
2073,Клиент 2073,Ф,-,2020-11-01,1426944.79,2020-11-03
2073,Клиент 2073,Ф,-,2020-11-01,1162813.60,2020-11-02
2074,Клиент 2074,Ю,ООО,2020-11-02,2457346.90,2020-11-02
2074,Клиент 2074,Ю,ООО,2020-11-02,1769300.02,2020-11-03
2074,Клиент 2074,Ю,ООО,2020-11-02,1035999.35,2020-11-04
2075,Клиент 2075,Ф,-,2020-11-03,2678409.01,2020-11-03
2075,Клиент 2075,Ф,-,2020-11-03,1559356.25,2020-11-04
2075,Клиент 2075,Ф,-,2020-11-03,1597368.80,2020-11-01
2076,Клиент 2076,Ю,ИП,2020-11-04,1427024.21,2020-11-02
2076,Клиент 2076,Ю,ИП,2020-11-04,1162889.72,2020-11-01
2076,Клиент 2076,Ю,ИП,2020-11-04,2984690.65,2020-11-04
2077,Клиент 2077,Ф,-,2020-11-01,1036075.47,2020-11-03
2077,Клиент 2077,Ф,-,2020-11-01,2457502.45,2020-11-01
2077,Клиент 2077,Ф,-,2020-11-01,1769403.20,2020-11-02
2078,Клиент 2078,Ю,АО,2020-11-02,1559435.68,2020-11-03
2078,Клиент 2078,Ю,АО,2020-11-02,2678588.29,2020-11-02
2078,Клиент 2078,Ю,АО,2020-11-02,1597472.00,2020-11-04
2079,Клиент 2079,Ф,-,2020-11-03,1427103.64,2020-11-01
2079,Клиент 2079,Ф,-,2020-11-03,2984873.28,2020-11-03
2079,Клиент 2079,Ф,-,2020-11-03,1162965.84,2020-11-04
2080,Клиент 2080,Ю,ПАО,2020-11-01,2457658.00,2020-11-04
2080,Клиент 2080,Ю,ПАО,2020-11-01,1036151.59,2020-11-02
2080,Клиент 2080,Ю,ПАО,2020-11-01,1769506.40,2020-11-01
2081,Клиент 2081,Ф,-,2020-11-02,1597575.20,2020-11-03
2081,Клиент 2081,Ф,-,2020-11-02,1559515.11,2020-11-02
2081,Клиент 2081,Ф,-,2020-11-02,2678767.61,2020-11-01
2082,Клиент 2082,Ю,ООО,2020-11-03,1427183.07,2020-11-04
2082,Клиент 2082,Ю,ООО,2020-11-03,2985055.91,2020-11-02
2082,Клиент 2082,Ю,ООО,2020-11-03,1163041.96,2020-11-03
2083,Клиент 2083,Ф,-,2020-11-04,2457813.55,2020-11-03
2083,Клиент 2083,Ф,-,2020-11-04,1769609.60,2020-11-04
2083,Клиент 2083,Ф,-,2020-11-04,1036227.72,2020-11-01
2084,Клиент 2084,Ю,ИП,2020-11-01,2678946.93,2020-11-04
2084,Клиент 2084,Ю,ИП,2020-11-01,1597678.40,2020-11-02
2084,Клиент 2084,Ю,ИП,2020-11-01,1559594.56,2020-11-01
2085,Клиент 2085,Ф,-,2020-11-02,2985238.58,2020-11-01
2085,Клиент 2085,Ф,-,2020-11-02,1163118.08,2020-11-02
2085,Клиент 2085,Ф,-,2020-11-02,1427262.50,2020-11-03
2086,Клиент 2086,Ю,АО,2020-11-03,1769712.80,2020-11-03
2086,Клиент 2086,Ю,АО,2020-11-03,2457969.10,2020-11-02
2086,Клиент 2086,Ю,АО,2020-11-03,1036303.82,2020-11-04
2087,Клиент 2087,Ф,-,2020-11-01,1597781.60,2020-11-01
2087,Клиент 2087,Ф,-,2020-11-01,1559673.98,2020-11-04
2087,Клиент 2087,Ф,-,2020-11-01,2679126.25,2020-11-03
2088,Клиент 2088,Ю,ПАО,2020-11-02,1163194.20,2020-11-01
2088,Клиент 2088,Ю,ПАО,2020-11-02,2985421.18,2020-11-04
2088,Клиент 2088,Ю,ПАО,2020-11-02,1427341.93,2020-11-02
2089,Клиент 2089,Ф,-,2020-11-03,2458124.65,2020-11-01
2089,Клиент 2089,Ф,-,2020-11-03,1036379.94,2020-11-03
2089,Клиент 2089,Ф,-,2020-11-03,1769816.00,2020-11-02
2090,Клиент 2090,Ю,ООО,2020-11-04,2679305.57,2020-11-02
2090,Клиент 2090,Ю,ООО,2020-11-04,1559753.41,2020-11-03
2090,Клиент 2090,Ю,ООО,2020-11-04,1597884.80,2020-11-04
2091,Клиент 2091,Ф,-,2020-11-01,1427421.36,2020-11-01
2091,Клиент 2091,Ф,-,2020-11-01,2985603.81,2020-11-03
2091,Клиент 2091,Ф,-,2020-11-01,1163270.32,2020-11-04
2092,Клиент 2092,Ю,ИП,2020-11-02,2458280.20,2020-11-04
2092,Клиент 2092,Ю,ИП,2020-11-02,1036456.06,2020-11-02
2092,Клиент 2092,Ю,ИП,2020-11-02,1769919.20,2020-11-01
2093,Клиент 2093,Ф,-,2020-11-03,2679484.89,2020-11-01
2093,Клиент 2093,Ф,-,2020-11-03,1597988.02,2020-11-03
2093,Клиент 2093,Ф,-,2020-11-03,1559832.84,2020-11-02
2094,Клиент 2094,Ю,АО,2020-11-01,2985786.44,2020-11-02
2094,Клиент 2094,Ю,АО,2020-11-01,1427500.79,2020-11-04
2094,Клиент 2094,Ю,АО,2020-11-01,1163346.45,2020-11-03
2095,Клиент 2095,Ф,-,2020-11-02,1036532.18,2020-11-01
2095,Клиент 2095,Ф,-,2020-11-02,1770022.40,2020-11-04
2095,Клиент 2095,Ф,-,2020-11-02,2458435.78,2020-11-03
2096,Клиент 2096,Ю,ПАО,2020-11-03,1559912.27,2020-11-01
2096,Клиент 2096,Ю,ПАО,2020-11-03,1598091.20,2020-11-02
2096,Клиент 2096,Ю,ПАО,2020-11-03,2679664.21,2020-11-04
2097,Клиент 2097,Ф,-,2020-11-04,2985969.07,2020-11-01
2097,Клиент 2097,Ф,-,2020-11-04,1163422.55,2020-11-02
2097,Клиент 2097,Ф,-,2020-11-04,1427580.22,2020-11-03
2098,Клиент 2098,Ю,ООО,2020-11-01,1036608.30,2020-11-04
2098,Клиент 2098,Ю,ООО,2020-11-01,2458591.30,2020-11-02
2098,Клиент 2098,Ю,ООО,2020-11-01,1770125.60,2020-11-03
2099,Клиент 2099,Ф,-,2020-11-02,1598194.40,2020-11-01
2099,Клиент 2099,Ф,-,2020-11-02,2679843.53,2020-11-03
2099,Клиент 2099,Ф,-,2020-11-02,1559991.70,2020-11-04
2100,Клиент 2100,Ю,ИП,2020-11-03,2986151.70,2020-11-04
2100,Клиент 2100,Ю,ИП,2020-11-03,1163498.67,2020-11-01
2100,Клиент 2100,Ю,ИП,2020-11-03,1427659.65,2020-11-02
2101,Клиент 2101,Ф,-,2020-11-01,2458746.85,2020-11-01
2101,Клиент 2101,Ф,-,2020-11-01,1036684.42,2020-11-03
2101,Клиент 2101,Ф,-,2020-11-01,1770228.80,2020-11-02
2102,Клиент 2102,Ю,АО,2020-11-02,1598297.60,2020-11-04
2102,Клиент 2102,Ю,АО,2020-11-02,2680022.85,2020-11-02
2102,Клиент 2102,Ю,АО,2020-11-02,1560071.13,2020-11-03
2103,Клиент 2103,Ф,-,2020-11-03,1163574.79,2020-11-04
