AccountId,ClientId,PaymentAmt,EnrollmentAmt,TaxAmt,ClearAmt,CarsAmt,FoodAmt,FLAmt,CutoffDt
735,735,1379204.02,0.00,1379204.02,0.00,1375130.52,0.00,1379204.02,2020-11-03
735,735,0.00,1128864.53,0.00,0.00,0.00,0.00,0.00,2020-11-04
736,736,0.00,1723272.80,0.00,1723272.80,0.00,246602.95,0.00,2020-11-01
736,736,1259107.07,0.00,1259107.07,0.00,1259107.07,0.00,0.00,2020-11-04
737,737,0.00,1523930.03,0.00,1523930.03,0.00,0.00,0.00,2020-11-02
737,737,875159.90,0.00,875159.90,0.00,873086.20,0.00,875159.90,2020-11-01
738,738,1379307.20,0.00,1379307.20,0.00,1379307.20,0.00,0.00,2020-11-02
738,738,0.00,1128940.65,0.00,0.00,0.00,86159.00,0.00,2020-11-03
739,739,1259186.50,0.00,1259186.50,0.00,1259112.60,0.00,1259186.50,2020-11-03
739,739,0.00,1723376.00,0.00,0.00,0.00,728007.02,0.00,2020-11-04
740,740,875236.02,0.00,0.00,0.00,867162.02,0.00,0.00,2020-11-04
740,740,0.00,1524009.46,0.00,1524009.46,0.00,0.00,0.00,2020-11-01
741,741,1379410.40,0.00,1379410.40,0.00,1379410.40,0.00,1379410.40,2020-11-01
741,741,0.00,1129016.77,0.00,0.00,0.00,567563.07,0.00,2020-11-02
742,742,1259265.93,0.00,1259265.93,0.00,1253191.73,0.00,0.00,2020-11-02
742,742,0.00,1723479.20,0.00,0.00,0.00,0.00,0.00,2020-11-03
743,743,0.00,1524088.89,0.00,0.00,0.00,407119.11,0.00,2020-11-04
743,743,875312.14,0.00,875312.14,0.00,875312.14,0.00,875312.14,2020-11-03
744,744,0.00,1129092.90,0.00,1129092.90,0.00,0.00,0.00,2020-11-01
744,744,1379513.60,0.00,1379513.60,0.00,1375439.20,0.00,0.00,2020-11-04
745,745,0.00,1723582.40,0.00,0.00,0.00,246675.16,0.00,2020-11-02
745,745,1259345.38,0.00,1259345.38,0.00,1259345.38,0.00,1259345.38,2020-11-01
746,746,875388.26,0.00,0.00,0.00,873313.66,0.00,0.00,2020-11-02
746,746,0.00,1524168.32,0.00,1524168.32,0.00,0.00,0.00,2020-11-03
747,747,1379616.80,0.00,1379616.80,0.00,1379616.80,0.00,1379616.80,2020-11-03
747,747,0.00,1129169.00,0.00,1129169.00,0.00,86231.20,0.00,2020-11-04
748,748,1259424.80,0.00,1259424.80,0.00,1259350.00,0.00,0.00,2020-11-04
748,748,0.00,1723685.60,0.00,0.00,0.00,728079.23,0.00,2020-11-01
749,749,0.00,1524247.75,0.00,0.00,0.00,0.00,0.00,2020-11-02
749,749,875464.38,0.00,0.00,0.00,867389.48,0.00,875464.38,2020-11-01
750,750,1379720.00,0.00,1379720.00,0.00,1379720.00,0.00,0.00,2020-11-02
750,750,0.00,1129245.12,0.00,1129245.12,0.00,567635.27,0.00,2020-11-03
751,751,1259504.23,0.00,1259504.23,0.00,1253429.13,0.00,1259504.23,2020-11-03
751,751,0.00,1723788.80,0.00,1723788.80,0.00,0.00,0.00,2020-11-04
752,752,0.00,1524327.18,0.00,1524327.18,0.00,407191.32,0.00,2020-11-01
752,752,875540.50,0.00,875540.50,0.00,875540.50,0.00,0.00,2020-11-04
753,753,1379823.20,0.00,1379823.20,0.00,1375747.90,0.00,1379823.20,2020-11-01
753,753,0.00,1129321.24,0.00,0.00,0.00,0.00,0.00,2020-11-02
754,754,1259583.66,0.00,1259583.66,0.00,1259583.66,0.00,0.00,2020-11-02
754,754,0.00,1723892.02,0.00,0.00,0.00,246747.37,0.00,2020-11-03
755,755,875616.63,0.00,875616.63,0.00,873541.13,0.00,875616.63,2020-11-03
755,755,0.00,1524406.61,0.00,1524406.61,0.00,0.00,0.00,2020-11-04
756,756,0.00,1129397.36,0.00,0.00,0.00,86303.41,0.00,2020-11-01
756,756,1379926.40,0.00,1379926.40,0.00,1379926.40,0.00,0.00,2020-11-04
757,757,1259663.09,0.00,1259663.09,0.00,1259587.39,0.00,1259663.09,2020-11-01
757,757,0.00,1723995.20,0.00,0.00,0.00,728151.43,0.00,2020-11-02
758,758,0.00,1524486.04,0.00,0.00,0.00,0.00,0.00,2020-11-03
758,758,875692.73,0.00,875692.73,0.00,867616.93,0.00,0.00,2020-11-02
759,759,1380029.60,0.00,1380029.60,0.00,1380029.60,0.00,1380029.60,2020-11-03
759,759,0.00,1129473.48,0.00,0.00,0.00,567707.48,0.00,2020-11-04
760,760,0.00,1724098.40,0.00,1724098.40,0.00,0.00,0.00,2020-11-01
760,760,1259742.52,0.00,1259742.52,0.00,1253666.52,0.00,0.00,2020-11-04
761,761,0.00,1524565.47,0.00,1524565.47,0.00,407263.53,0.00,2020-11-02
761,761,875768.85,0.00,875768.85,0.00,875768.85,0.00,875768.85,2020-11-01
762,762,0.00,1129549.60,0.00,1129549.60,0.00,0.00,0.00,2020-11-03
762,762,1380132.80,0.00,0.00,0.00,1376056.60,0.00,0.00,2020-11-02
763,763,1259821.95,0.00,1259821.95,0.00,1259821.95,0.00,1259821.95,2020-11-03
763,763,0.00,1724201.60,0.00,1724201.60,0.00,246819.57,0.00,2020-11-04
764,764,875844.97,0.00,0.00,0.00,873768.57,0.00,0.00,2020-11-04
764,764,0.00,1524644.92,0.00,1524644.92,0.00,0.00,0.00,2020-11-01
765,765,1380236.02,0.00,0.00,0.00,1380236.02,0.00,1380236.02,2020-11-01
765,765,0.00,1129625.72,0.00,1129625.72,0.00,86375.62,0.00,2020-11-02
766,766,1259901.38,0.00,1259901.38,0.00,1259824.78,0.00,0.00,2020-11-02
766,766,0.00,1724304.80,0.00,0.00,0.00,728223.64,0.00,2020-11-03
767,767,875921.09,0.00,0.00,0.00,867844.39,0.00,875921.09,2020-11-03
767,767,0.00,1524724.34,0.00,0.00,0.00,0.00,0.00,2020-11-04
768,768,1380339.20,0.00,1380339.20,0.00,1380339.20,0.00,0.00,2020-11-04
768,768,0.00,1129701.84,0.00,1129701.84,0.00,567779.69,0.00,2020-11-01
769,769,0.00,1724408.00,0.00,0.00,0.00,0.00,0.00,2020-11-02
769,769,1259980.81,0.00,1259980.81,0.00,1253903.91,0.00,1259980.81,2020-11-01
770,770,0.00,1524803.77,0.00,1524803.77,0.00,407335.73,0.00,2020-11-03
770,770,875997.21,0.00,875997.21,0.00,875997.21,0.00,0.00,2020-11-02
771,771,0.00,1129777.96,0.00,0.00,0.00,0.00,0.00,2020-11-04
771,771,1380442.40,0.00,0.00,0.00,1376365.30,0.00,1380442.40,2020-11-03
772,772,1260060.24,0.00,0.00,0.00,1260060.24,0.00,0.00,2020-11-04
772,772,0.00,1724511.20,0.00,1724511.20,0.00,246891.78,0.00,2020-11-01
773,773,876073.33,0.00,0.00,0.00,873996.03,0.00,876073.33,2020-11-01
773,773,0.00,1524883.20,0.00,0.00,0.00,0.00,0.00,2020-11-02
774,774,0.00,1129854.09,0.00,0.00,0.00,86447.83,0.00,2020-11-03
774,774,1380545.60,0.00,1380545.60,0.00,1380545.60,0.00,0.00,2020-11-02
775,775,1260139.69,0.00,1260139.69,0.00,1260062.19,0.00,1260139.69,2020-11-03
775,775,0.00,1724614.40,0.00,1724614.40,0.00,728295.85,0.00,2020-11-04
776,776,0.00,1524962.63,0.00,0.00,0.00,0.00,0.00,2020-11-01
776,776,876149.45,0.00,0.00,0.00,868071.85,0.00,0.00,2020-11-04
777,777,1380648.80,0.00,1380648.80,0.00,1380648.80,0.00,1380648.80,2020-11-01
777,777,0.00,1129930.19,0.00,0.00,0.00,567851.89,0.00,2020-11-02
778,778,1260219.11,0.00,1260219.11,0.00,1254141.31,0.00,0.00,2020-11-02
778,778,0.00,1724717.60,0.00,1724717.60,0.00,0.00,0.00,2020-11-03
779,779,876225.57,0.00,876225.57,0.00,876225.57,0.00,876225.57,2020-11-03
779,779,0.00,1525042.06,0.00,1525042.06,0.00,407407.94,0.00,2020-11-04
780,780,0.00,1130006.31,0.00,1130006.31,0.00,0.00,0.00,2020-11-01
780,780,1380752.00,0.00,1380752.00,0.00,1376674.00,0.00,0.00,2020-11-04
781,781,1260298.54,0.00,1260298.54,0.00,1260298.54,0.00,1260298.54,2020-11-01
781,781,0.00,1724820.80,0.00,0.00,0.00,246963.99,0.00,2020-11-02
782,782,876301.69,0.00,0.00,0.00,874223.49,0.00,0.00,2020-11-02
782,782,0.00,1525121.49,0.00,0.00,0.00,0.00,0.00,2020-11-03
783,783,1380855.20,0.00,1380855.20,0.00,1380855.20,0.00,1380855.20,2020-11-03
783,783,0.00,1130082.43,0.00,0.00,0.00,86520.03,0.00,2020-11-04
784,784,1260377.97,0.00,0.00,0.00,1260299.57,0.00,0.00,2020-11-04
784,784,0.00,1724924.02,0.00,0.00,0.00,728368.06,0.00,2020-11-01
785,785,876377.82,0.00,0.00,0.00,868299.32,0.00,876377.82,2020-11-01
785,785,0.00,1525200.92,0.00,1525200.92,0.00,0.00,0.00,2020-11-02
786,786,0.00,1130158.55,0.00,1130158.55,0.00,567924.10,0.00,2020-11-03
786,786,1380958.40,0.00,1380958.40,0.00,1380958.40,0.00,0.00,2020-11-02
787,787,0.00,1725027.20,0.00,1725027.20,0.00,0.00,0.00,2020-11-04
787,787,1260457.40,0.00,1260457.40,0.00,1254378.70,0.00,1260457.40,2020-11-03
788,788,0.00,1525280.35,0.00,0.00,0.00,407480.15,0.00,2020-11-01
788,788,876453.92,0.00,0.00,0.00,876453.92,0.00,0.00,2020-11-04
789,789,0.00,1130234.67,0.00,0.00,0.00,0.00,0.00,2020-11-02
789,789,1381061.60,0.00,1381061.60,0.00,1376982.70,0.00,1381061.60,2020-11-01
790,790,1260536.83,0.00,1260536.83,0.00,1260536.83,0.00,0.00,2020-11-02
790,790,0.00,1725130.40,0.00,0.00,0.00,247036.19,0.00,2020-11-03
791,791,0.00,1525359.78,0.00,0.00,0.00,0.00,0.00,2020-11-04
791,791,876530.04,0.00,876530.04,0.00,874450.94,0.00,876530.04,2020-11-03
792,792,0.00,1130310.79,0.00,1130310.79,0.00,86592.24,0.00,2020-11-01
792,792,1381164.80,0.00,0.00,0.00,1381164.80,0.00,0.00,2020-11-04
793,793,1260616.26,0.00,1260616.26,0.00,1260536.96,0.00,1260616.26,2020-11-01
793,793,0.00,1725233.60,0.00,1725233.60,0.00,728440.26,0.00,2020-11-02
794,794,876606.16,0.00,876606.16,0.00,868526.76,0.00,0.00,2020-11-02
794,794,0.00,1525439.23,0.00,1525439.23,0.00,0.00,0.00,2020-11-03
795,795,0.00,1130386.91,0.00,1130386.91,0.00,567996.31,0.00,2020-11-04
795,795,1381268.02,0.00,1381268.02,0.00,1381268.02,0.00,1381268.02,2020-11-03
796,796,0.00,1725336.80,0.00,1725336.80,0.00,0.00,0.00,2020-11-01
796,796,1260695.69,0.00,0.00,0.00,1254616.09,0.00,0.00,2020-11-04
797,797,0.00,1525518.65,0.00,1525518.65,0.00,407552.35,0.00,2020-11-02
797,797,876682.28,0.00,876682.28,0.00,876682.28,0.00,876682.28,2020-11-01
798,798,0.00,1130463.03,0.00,0.00,0.00,0.00,0.00,2020-11-03
798,798,1381371.20,0.00,1381371.20,0.00,1377291.40,0.00,0.00,2020-11-02
799,799,0.00,1725440.00,0.00,1725440.00,0.00,247108.40,0.00,2020-11-04
799,799,1260775.12,0.00,1260775.12,0.00,1260775.12,0.00,1260775.12,2020-11-03
800,800,876758.40,0.00,876758.40,0.00,874678.40,0.00,0.00,2020-11-04
800,800,0.00,1525598.08,0.00,1525598.08,0.00,0.00,0.00,2020-11-01
801,801,1381474.40,0.00,1381474.40,0.00,1381474.40,0.00,1381474.40,2020-11-01
801,801,0.00,1130539.15,0.00,0.00,0.00,86664.45,0.00,2020-11-02
802,802,1260854.55,0.00,1260854.55,0.00,1260774.35,0.00,0.00,2020-11-02
802,802,0.00,1725543.20,0.00,1725543.20,0.00,728512.47,0.00,2020-11-03
803,803,876834.52,0.00,0.00,0.00,868754.22,0.00,876834.52,2020-11-03
803,803,0.00,1525677.51,0.00,0.00,0.00,0.00,0.00,2020-11-04
804,804,1381577.60,0.00,1381577.60,0.00,1381577.60,0.00,0.00,2020-11-04
804,804,0.00,1130615.28,0.00,0.00,0.00,568068.52,0.00,2020-11-01
805,805,0.00,1725646.40,0.00,0.00,0.00,0.00,0.00,2020-11-02
805,805,1260934.00,0.00,1260934.00,0.00,1254853.50,0.00,1260934.00,2020-11-01
806,806,876910.64,0.00,0.00,0.00,876910.64,0.00,0.00,2020-11-02
806,806,0.00,1525756.94,0.00,1525756.94,0.00,407624.56,0.00,2020-11-03
807,807,1381680.80,0.00,1381680.80,0.00,1377600.10,0.00,1381680.80,2020-11-03
807,807,0.00,1130691.38,0.00,0.00,0.00,0.00,0.00,2020-11-04
808,808,1261013.42,0.00,0.00,0.00,1261013.42,0.00,0.00,2020-11-04
808,808,0.00,1725749.60,0.00,0.00,0.00,247180.61,0.00,2020-11-01
809,809,876986.76,0.00,0.00,0.00,874905.86,0.00,876986.76,2020-11-01
809,809,0.00,1525836.37,0.00,1525836.37,0.00,0.00,0.00,2020-11-02
810,810,1381784.00,0.00,0.00,0.00,1381784.00,0.00,0.00,2020-11-02
810,810,0.00,1130767.50,0.00,0.00,0.00,86736.65,0.00,2020-11-03
811,811,1261092.85,0.00,0.00,0.00,1261011.75,0.00,1261092.85,2020-11-03
811,811,0.00,1725852.80,0.00,1725852.80,0.00,728584.68,0.00,2020-11-04
812,812,877062.88,0.00,877062.88,0.00,868981.68,0.00,0.00,2020-11-04
812,812,0.00,1525915.80,0.00,0.00,0.00,0.00,0.00,2020-11-01
813,813,0.00,1130843.62,0.00,0.00,0.00,568140.72,0.00,2020-11-02
813,813,1381887.20,0.00,0.00,0.00,1381887.20,0.00,1381887.20,2020-11-01
814,814,0.00,1725956.02,0.00,0.00,0.00,0.00,0.00,2020-11-03
814,814,1261172.28,0.00,0.00,0.00,1255090.88,0.00,0.00,2020-11-02
815,815,877139.01,0.00,0.00,0.00,877139.01,0.00,877139.01,2020-11-03
815,815,0.00,1525995.23,0.00,1525995.23,0.00,407696.77,0.00,2020-11-04
816,816,1381990.40,0.00,0.00,0.00,1377908.80,0.00,0.00,2020-11-04
816,816,0.00,1130919.74,0.00,1130919.74,0.00,0.00,0.00,2020-11-01
817,817,0.00,1726059.20,0.00,1726059.20,0.00,247252.81,0.00,2020-11-02
817,817,1261251.71,0.00,0.00,0.00,1261251.71,0.00,1261251.71,2020-11-01
818,818,0.00,1526074.66,0.00,1526074.66,0.00,0.00,0.00,2020-11-03
818,818,877215.11,0.00,877215.11,0.00,875133.31,0.00,0.00,2020-11-02
819,819,0.00,1130995.86,0.00,1130995.86,0.00,86808.86,0.00,2020-11-04
819,819,1382093.60,0.00,1382093.60,0.00,1382093.60,0.00,1382093.60,2020-11-03
820,820,0.00,1726162.40,0.00,0.00,0.00,728656.88,0.00,2020-11-01
820,820,1261331.14,0.00,0.00,0.00,1261249.14,0.00,0.00,2020-11-04
821,821,877291.23,0.00,0.00,0.00,869209.13,0.00,877291.23,2020-11-01
821,821,0.00,1526154.09,0.00,0.00,0.00,0.00,0.00,2020-11-02
822,822,0.00,1131071.98,0.00,1131071.98,0.00,568212.93,0.00,2020-11-03
822,822,1382196.80,0.00,1382196.80,0.00,1382196.80,0.00,0.00,2020-11-02
823,823,0.00,1726265.60,0.00,0.00,0.00,0.00,0.00,2020-11-04
823,823,1261410.57,0.00,0.00,0.00,1255328.27,0.00,1261410.57,2020-11-03
824,824,877367.35,0.00,877367.35,0.00,877367.35,0.00,0.00,2020-11-04
824,824,0.00,1526233.54,0.00,0.00,0.00,407768.98,0.00,2020-11-01
825,825,0.00,1131148.10,0.00,1131148.10,0.00,0.00,0.00,2020-11-02
825,825,1382300.02,0.00,1382300.02,0.00,1378217.52,0.00,1382300.02,2020-11-01
826,826,0.00,1726368.80,0.00,0.00,0.00,247325.02,0.00,2020-11-03
826,826,1261490.00,0.00,0.00,0.00,1261490.00,0.00,0.00,2020-11-02
827,827,877443.47,0.00,0.00,0.00,875360.77,0.00,877443.47,2020-11-03
827,827,0.00,1526312.96,0.00,1526312.96,0.00,0.00,0.00,2020-11-04
828,828,0.00,1131224.22,0.00,1131224.22,0.00,86881.07,0.00,2020-11-01
828,828,1382403.20,0.00,1382403.20,0.00,1382403.20,0.00,0.00,2020-11-04
829,829,0.00,1726472.00,0.00,1726472.00,0.00,728729.09,0.00,2020-11-02
829,829,1261569.43,0.00,0.00,0.00,1261486.53,0.00,1261569.43,2020-11-01
830,830,877519.59,0.00,0.00,0.00,869436.59,0.00,0.00,2020-11-02
830,830,0.00,1526392.39,0.00,0.00,0.00,0.00,0.00,2020-11-03
831,831,0.00,1131300.34,0.00,1131300.34,0.00,568285.14,0.00,2020-11-04
831,831,1382506.40,0.00,1382506.40,0.00,1382506.40,0.00,1382506.40,2020-11-03
832,832,0.00,1726575.20,0.00,0.00,0.00,0.00,0.00,2020-11-01
832,832,1261648.86,0.00,0.00,0.00,1255565.66,0.00,0.00,2020-11-04
833,833,877595.71,0.00,877595.71,0.00,877595.71,0.00,877595.71,2020-11-01
833,833,0.00,1526471.82,0.00,0.00,0.00,407841.18,0.00,2020-11-02
834,834,0.00,1131376.47,0.00,1131376.47,0.00,0.00,0.00,2020-11-03
834,834,1382609.60,0.00,0.00,0.00,1378526.20,0.00,0.00,2020-11-02
835,835,1261728.31,0.00,0.00,0.00,1261728.31,0.00,1261728.31,2020-11-03
835,835,0.00,1726678.40,0.00,1726678.40,0.00,247397.23,0.00,2020-11-04
836,836,877671.83,0.00,0.00,0.00,875588.23,0.00,0.00,2020-11-04
836,836,0.00,1526551.25,0.00,0.00,0.00,0.00,0.00,2020-11-01
837,837,1382712.80,0.00,0.00,0.00,1382712.80,0.00,1382712.80,2020-11-01
837,837,0.00,1131452.57,0.00,1131452.57,0.00,86953.27,0.00,2020-11-02
838,838,0.00,1726781.60,0.00,1726781.60,0.00,728801.30,0.00,2020-11-03
838,838,1261807.73,0.00,1261807.73,0.00,1261723.93,0.00,0.00,2020-11-02
839,839,877747.95,0.00,877747.95,0.00,869664.05,0.00,877747.95,2020-11-03
839,839,0.00,1526630.68,0.00,1526630.68,0.00,0.00,0.00,2020-11-04
840,840,1382816.00,0.00,1382816.00,0.00,1382816.00,0.00,0.00,2020-11-04
840,840,0.00,1131528.69,0.00,0.00,0.00,568357.34,0.00,2020-11-01
841,841,0.00,1726884.80,0.00,0.00,0.00,0.00,0.00,2020-11-02
841,841,1261887.16,0.00,1261887.16,0.00,1255803.06,0.00,1261887.16,2020-11-01
842,842,877824.07,0.00,0.00,0.00,877824.07,0.00,0.00,2020-11-02
842,842,0.00,1526710.11,0.00,0.00,0.00,407913.39,0.00,2020-11-03
843,843,0.00,1131604.81,0.00,1131604.81,0.00,0.00,0.00,2020-11-04
843,843,1382919.20,0.00,0.00,0.00,1378834.90,0.00,1382919.20,2020-11-03
844,844,1261966.59,0.00,1261966.59,0.00,1261966.59,0.00,0.00,2020-11-04
844,844,0.00,1726988.02,0.00,1726988.02,0.00,247469.44,0.00,2020-11-01
845,845,877900.20,0.00,877900.20,0.00,875815.70,0.00,877900.20,2020-11-01
845,845,0.00,1526789.54,0.00,1526789.54,0.00,0.00,0.00,2020-11-02
846,846,0.00,1131680.93,0.00,0.00,0.00,87025.48,0.00,2020-11-03
846,846,1383022.40,0.00,0.00,0.00,1383022.40,0.00,0.00,2020-11-02
847,847,1262046.02,0.00,1262046.02,0.00,1261961.32,0.00,1262046.02,2020-11-03
847,847,0.00,1727091.20,0.00,0.00,0.00,728873.50,0.00,2020-11-04
848,848,0.00,1526868.97,0.00,1526868.97,0.00,0.00,0.00,2020-11-01
848,848,877976.30,0.00,877976.30,0.00,869891.50,0.00,0.00,2020-11-04
849,849,1383125.60,0.00,1383125.60,0.00,1383125.60,0.00,1383125.60,2020-11-01
849,849,0.00,1131757.05,0.00,0.00,0.00,568429.55,0.00,2020-11-02
850,850,0.00,1727194.40,0.00,1727194.40,0.00,0.00,0.00,2020-11-03
850,850,1262125.45,0.00,1262125.45,0.00,1256040.45,0.00,0.00,2020-11-02
851,851,0.00,1526948.40,0.00,0.00,0.00,407985.60,0.00,2020-11-04
851,851,878052.42,0.00,878052.42,0.00,878052.42,0.00,878052.42,2020-11-03
852,852,1383228.80,0.00,1383228.80,0.00,1379143.60,0.00,0.00,2020-11-04
852,852,0.00,1131833.17,0.00,0.00,0.00,0.00,0.00,2020-11-01
853,853,0.00,1727297.60,0.00,0.00,0.00,247541.64,0.00,2020-11-02
853,853,1262204.88,0.00,1262204.88,0.00,1262204.88,0.00,1262204.88,2020-11-01
854,854,878128.54,0.00,878128.54,0.00,876043.14,0.00,0.00,2020-11-02
854,854,0.00,1527027.85,0.00,0.00,0.00,0.00,0.00,2020-11-03
855,855,0.00,1131909.29,0.00,1131909.29,0.00,87097.69,0.00,2020-11-04
855,855,1383332.02,0.00,0.00,0.00,1383332.02,0.00,1383332.02,2020-11-03
856,856,0.00,1727400.80,0.00,1727400.80,0.00,728945.71,0.00,2020-11-01
856,856,1262284.31,0.00,0.00,0.00,1262198.71,0.00,0.00,2020-11-04
857,857,878204.66,0.00,0.00,0.00,870118.96,0.00,878204.66,2020-11-01
857,857,0.00,1527107.27,0.00,0.00,0.00,0.00,0.00,2020-11-02
858,858,0.00,1131985.41,0.00,1131985.41,0.00,568501.76,0.00,2020-11-03
858,858,1383435.20,0.00,0.00,0.00,1383435.20,0.00,0.00,2020-11-02
859,859,1262363.74,0.00,1262363.74,0.00,1256277.84,0.00,1262363.74,2020-11-03
859,859,0.00,1727504.00,0.00,0.00,0.00,0.00,0.00,2020-11-04
860,860,0.00,1527186.70,0.00,1527186.70,0.00,408057.80,0.00,2020-11-01
860,860,878280.78,0.00,878280.78,0.00,878280.78,0.00,0.00,2020-11-04
861,861,0.00,1132061.53,0.00,0.00,0.00,0.00,0.00,2020-11-02
861,861,1383538.40,0.00,0.00,0.00,1379452.30,0.00,1383538.40,2020-11-01
862,862,0.00,1727607.20,0.00,1727607.20,0.00,247613.85,0.00,2020-11-03
862,862,1262443.17,0.00,1262443.17,0.00,1262443.17,0.00,0.00,2020-11-02
863,863,878356.90,0.00,0.00,0.00,876270.60,0.00,878356.90,2020-11-03
863,863,0.00,1527266.13,0.00,0.00,0.00,0.00,0.00,2020-11-04
864,864,1383641.60,0.00,0.00,0.00,1383641.60,0.00,0.00,2020-11-04
864,864,0.00,1132137.66,0.00,1132137.66,0.00,87169.90,0.00,2020-11-01
865,865,1262522.62,0.00,0.00,0.00,1262436.12,0.00,1262522.62,2020-11-01
865,865,0.00,1727710.40,0.00,1727710.40,0.00,729017.92,0.00,2020-11-02
866,866,0.00,1527345.56,0.00,1527345.56,0.00,0.00,0.00,2020-11-03
866,866,878433.02,0.00,878433.02,0.00,870346.42,0.00,0.00,2020-11-02
867,867,0.00,1132213.76,0.00,0.00,0.00,568573.96,0.00,2020-11-04
867,867,1383744.80,0.00,1383744.80,0.00,1383744.80,0.00,1383744.80,2020-11-03
868,868,1262602.04,0.00,1262602.04,0.00,1256515.24,0.00,0.00,2020-11-04
868,868,0.00,1727813.60,0.00,1727813.60,0.00,0.00,0.00,2020-11-01
869,869,0.00,1527424.99,0.00,0.00,0.00,408130.01,0.00,2020-11-02
869,869,878509.14,0.00,0.00,0.00,878509.14,0.00,878509.14,2020-11-01
870,870,0.00,1132289.88,0.00,1132289.88,0.00,0.00,0.00,2020-11-03
870,870,1383848.00,0.00,1383848.00,0.00,1379761.00,0.00,0.00,2020-11-02
871,871,0.00,1727916.80,0.00,1727916.80,0.00,247686.06,0.00,2020-11-04
871,871,1262681.47,0.00,1262681.47,0.00,1262681.47,0.00,1262681.47,2020-11-03
872,872,0.00,1527504.42,0.00,1527504.42,0.00,0.00,0.00,2020-11-01
872,872,878585.26,0.00,0.00,0.00,876498.06,0.00,0.00,2020-11-04
873,873,1383951.20,0.00,1383951.20,0.00,1383951.20,0.00,1383951.20,2020-11-01
873,873,0.00,1132366.00,0.00,1132366.00,0.00,87242.10,0.00,2020-11-02
874,874,0.00,1728020.02,0.00,0.00,0.00,729090.13,0.00,2020-11-03
874,874,1262760.90,0.00,1262760.90,0.00,1262673.50,0.00,0.00,2020-11-02
875,875,0.00,1527583.85,0.00,1527583.85,0.00,0.00,0.00,2020-11-04
875,875,878661.39,0.00,878661.39,0.00,870573.89,0.00,878661.39,2020-11-03
876,876,0.00,1132442.12,0.00,0.00,0.00,568646.17,0.00,2020-11-01
876,876,1384054.40,0.00,1384054.40,0.00,1384054.40,0.00,0.00,2020-11-04
877,877,0.00,1728123.20,0.00,1728123.20,0.00,0.00,0.00,2020-11-02
877,877,1262840.33,0.00,0.00,0.00,1256752.63,0.00,1262840.33,2020-11-01
878,878,0.00,1527663.28,0.00,1527663.28,0.00,408202.22,0.00,2020-11-03
878,878,878737.49,0.00,878737.49,0.00,878737.49,0.00,0.00,2020-11-02
879,879,1384157.60,0.00,1384157.60,0.00,1380069.70,0.00,1384157.60,2020-11-03
879,879,0.00,1132518.24,0.00,1132518.24,0.00,0.00,0.00,2020-11-04
880,880,1262919.76,0.00,1262919.76,0.00,1262919.76,0.00,0.00,2020-11-04
880,880,0.00,1728226.40,0.00,0.00,0.00,247758.26,0.00,2020-11-01
881,881,878813.61,0.00,878813.61,0.00,876725.51,0.00,878813.61,2020-11-01
881,881,0.00,1527742.71,0.00,0.00,0.00,0.00,0.00,2020-11-02
882,882,0.00,1132594.36,0.00,0.00,0.00,87314.31,0.00,2020-11-03
882,882,1384260.80,0.00,1384260.80,0.00,1384260.80,0.00,0.00,2020-11-02
883,883,0.00,1728329.60,0.00,1728329.60,0.00,729162.33,0.00,2020-11-04
883,883,1262999.19,0.00,1262999.19,0.00,1262910.89,0.00,1262999.19,2020-11-03
884,884,0.00,1527822.16,0.00,0.00,0.00,0.00,0.00,2020-11-01
884,884,878889.73,0.00,878889.73,0.00,870801.33,0.00,0.00,2020-11-04
885,885,1384364.02,0.00,1384364.02,0.00,1384364.02,0.00,1384364.02,2020-11-01
885,885,0.00,1132670.48,0.00,0.00,0.00,568718.38,0.00,2020-11-02
886,886,1263078.62,0.00,1263078.62,0.00,1256990.02,0.00,0.00,2020-11-02
886,886,0.00,1728432.80,0.00,0.00,0.00,0.00,0.00,2020-11-03
887,887,0.00,1527901.58,0.00,1527901.58,0.00,408274.42,0.00,2020-11-04
887,887,878965.85,0.00,878965.85,0.00,878965.85,0.00,878965.85,2020-11-03
888,888,0.00,1132746.60,0.00,0.00,0.00,0.00,0.00,2020-11-01
888,888,1384467.20,0.00,1384467.20,0.00,1380378.40,0.00,0.00,2020-11-04
889,889,1263158.05,0.00,1263158.05,0.00,1263158.05,0.00,1263158.05,2020-11-01
889,889,0.00,1728536.00,0.00,1728536.00,0.00,247830.47,0.00,2020-11-02
890,890,0.00,1527981.01,0.00,1527981.01,0.00,0.00,0.00,2020-11-03
890,890,879041.97,0.00,879041.97,0.00,876952.97,0.00,0.00,2020-11-02
891,891,1384570.40,0.00,1384570.40,0.00,1384570.40,0.00,1384570.40,2020-11-03
891,891,0.00,1132822.72,0.00,0.00,0.00,87386.52,0.00,2020-11-04
892,892,0.00,1728639.20,0.00,1728639.20,0.00,729234.54,0.00,2020-11-01
892,892,1263237.48,0.00,1263237.48,0.00,1263148.28,0.00,0.00,2020-11-04
893,893,0.00,1528060.44,0.00,1528060.44,0.00,0.00,0.00,2020-11-02
893,893,879118.09,0.00,879118.09,0.00,871028.79,0.00,879118.09,2020-11-01
894,894,1384673.60,0.00,1384673.60,0.00,1384673.60,0.00,0.00,2020-11-02
894,894,0.00,1132898.85,0.00,1132898.85,0.00,568790.59,0.00,2020-11-03
